"date","bedrooms","bathrooms","sqft_living","floors","view","grade","sqft_above","sqft_basement","lat","long","sqft_living15","price"
2014-08-06,3,1.75,1750,1,0,8,1750,0,47.4713,-122.117,1730,260000
2014-05-30,2,1,940,1,0,6,940,0,47.5756,-122.414,980,399000
2014-05-15,2,1,880,1,0,7,880,0,47.5341,-122.358,1440,312500
2014-05-13,3,1.75,1650,1,0,7,1060,590,47.7596,-122.304,2280,370000
2015-02-20,3,1.5,1900,1,0,8,1900,0,47.3352,-122.344,2010,230000
2014-08-20,3,1,1410,1.5,0,6,1210,200,47.5238,-122.355,1330,294350
2014-10-13,3,1,960,1,0,5,960,0,47.4983,-122.172,960,208950
2014-11-06,2,1.75,1930,1,0,8,1930,0,47.7173,-122.034,1810,515000
2015-04-08,4,2.5,3420,2,0,11,3420,0,47.5527,-122.095,3310,965000
2015-03-26,4,2.75,3010,2,2,9,2240,770,47.6142,-122.284,1940,925000
2015-03-18,4,1,1780,1.5,0,8,1780,0,47.6761,-122.297,2030,654500
2014-08-14,4,2.5,2080,1,0,8,2080,0,47.472,-122.119,1850,364000
2015-03-24,2,1,1250,1,0,7,1050,200,47.3063,-122.219,1030,150000
2014-05-14,5,3,2257,1,0,8,1363,894,47.4524,-122.284,1540,349950
2014-08-25,3,1.5,1670,1.5,0,7,1670,0,47.678,-122.36,1750,585000
2015-03-17,4,2.25,2250,2,0,9,2250,0,47.621,-122.151,2730,801501
2014-10-10,3,1.75,1650,1,0,7,1650,0,47.5297,-121.901,2520,610000
2014-05-21,5,2.25,2880,2,0,8,2880,0,47.3734,-122.124,2370,382000
2014-12-01,4,3,3620,2,2,9,3620,0,47.2527,-121.98,2230,495000
2014-11-03,3,1.75,1950,1,0,8,1530,420,47.6934,-122.328,1660,447500
2015-02-20,4,2.5,2280,1,0,7,1290,990,47.6297,-122.117,1560,575000
2014-10-07,2,1.75,1740,1.5,2,7,1040,700,47.5994,-122.287,2020,565000
2014-05-22,3,1,1220,1,0,7,1220,0,47.7317,-122.201,1340,348580
2014-10-16,4,1.75,2260,1,0,8,1660,600,47.6622,-122.145,2390,459000
2015-04-02,4,2,1790,2,2,7,1790,0,47.7216,-121.907,1790,375000
2014-09-04,4,2.5,2440,2,0,7,2440,0,47.3817,-122.204,1860,310000
2014-11-18,3,1.5,1400,1,0,7,1400,0,47.2878,-122.297,2210,210000
2014-09-11,3,2.75,1810,2,0,8,1810,0,47.5164,-121.877,1810,384205
2014-05-22,2,1,1400,1,0,7,900,500,47.4866,-122.219,1400,180000
2014-12-24,2,1,1400,1,0,7,900,500,47.4866,-122.219,1400,310000
2015-02-03,4,2.5,2010,2,0,7,2010,0,47.776,-122.24,1870,427500
2014-05-27,3,3,2520,1.5,0,8,1560,960,47.6363,-122.371,1140,780000
2015-03-03,4,2.5,2150,2,0,7,2150,0,47.3655,-122.018,1610,339950
2014-07-01,3,2.25,2880,2,0,10,2880,0,47.5575,-122.119,2920,820000
2014-09-24,2,2,1300,1,0,8,1300,0,47.7193,-122.024,1350,398000
2014-06-02,3,1.75,2770,1,0,8,1580,1190,47.4669,-122.003,2420,492000
2015-01-08,4,1.5,1780,1,0,8,1180,600,47.3581,-122.288,1450,240000
2014-06-09,4,3.5,3730,2,2,10,2440,1290,47.3804,-122.163,3440,599950
2014-07-16,2,1,930,1,0,5,930,0,47.4611,-122.324,1620,105500
2015-03-16,2,1,930,1,0,5,930,0,47.4611,-122.324,1620,445000
2014-09-11,2,1.75,1460,1,0,7,960,500,47.2079,-121.967,1810,390500
2015-02-24,3,2,1310,1,0,7,1310,0,47.3697,-122.075,1310,255000
2014-06-26,4,2.5,2770,2,0,9,2770,0,47.5748,-122.018,2270,675750
2014-09-30,4,2.5,1770,2,0,7,1770,0,47.3512,-122.006,2150,353500
2014-10-20,3,1,1220,1,0,7,1220,0,47.6094,-122.194,1380,765000
2015-03-03,4,2.5,2190,2,0,8,2190,0,47.5341,-121.866,2190,563500
2015-01-21,4,2,1800,1,0,7,900,900,47.561,-122.272,1400,439000
2014-06-13,5,2.75,3100,1,2,9,1660,1440,47.5734,-122.213,3230,975000
2015-04-06,3,2.5,2270,2,0,7,2270,0,47.5415,-121.884,2060,469900
2015-04-23,3,1,1300,2,0,6,1300,0,47.7469,-122.319,1120,252000
2014-06-12,3,2,1769,1,0,7,1769,0,47.441,-122.342,1870,495000
2014-12-02,6,2.5,3370,1,0,8,1770,1600,47.4223,-122.343,2790,570000
2014-08-12,4,2.5,1630,2,0,7,1630,0,47.5704,-122.294,1920,327000
2014-10-14,2,2.25,2470,1,0,8,1480,990,47.653,-122.416,2070,898000
2015-01-09,4,2.5,2600,2,0,8,2600,0,47.3155,-122.266,2170,3e+05
2015-04-13,3,2,1800,1,0,8,1220,580,47.6254,-122.05,2460,418500
2015-03-25,4,2.5,2240,2,0,7,1840,400,47.5118,-122.194,2260,450000
2014-05-02,3,2,1960,1,2,8,1650,310,47.4419,-122.34,1960,403000
2014-06-12,3,1,1710,1.5,0,7,1200,510,47.7185,-122.354,1410,440000
2015-04-29,4,1.75,2140,1,0,7,1080,1060,47.5166,-122.266,1590,350000
2014-05-15,3,2,1400,1,0,6,700,700,47.7634,-122.34,1410,240000
2014-06-16,2,1,890,1,0,6,760,130,47.656,-122.359,1600,460000
2014-09-19,4,1,1820,2,0,8,1820,0,47.6259,-122.321,2050,825000
2015-02-26,3,2.25,1860,1,0,7,1860,0,47.2942,-122.19,1815,267500
2014-09-04,3,1,1220,1,0,7,1220,0,47.2633,-122.245,1260,201000
2014-06-17,3,2.75,2300,2,0,8,2300,0,47.5216,-121.878,2420,479500
2015-04-02,2,1,1520,2,0,7,1520,0,47.3187,-122.182,1140,210000
2014-06-08,2,1,1440,1,0,7,960,480,47.6653,-122.338,1160,445000
2014-07-14,3,1.75,1170,1,0,7,1170,0,47.7479,-122.318,1200,265000
2014-11-11,3,1.75,1170,1,0,7,1170,0,47.7479,-122.318,1200,399000
2014-10-10,4,2.25,3200,2,0,9,3200,0,47.755,-122.035,2650,785000
2014-06-23,5,2.5,4470,2.5,0,11,4470,0,47.7377,-122.084,4050,831500
2015-04-03,4,2.5,2570,2,0,7,2570,0,47.367,-122.115,2200,360000
2015-04-23,3,2.5,2370,2,0,9,2370,0,47.528,-122.171,2500,655000
2015-05-04,4,1.5,1800,1.5,0,7,1800,0,47.7325,-122.242,1630,449950
2015-04-29,5,2.5,2300,1,0,8,1290,1010,47.6875,-122.122,2080,612000
2014-07-29,3,2.5,3240,2,0,8,3240,0,47.4785,-122.095,1870,575000
2015-02-12,3,2.5,2280,1,0,9,960,1320,47.7453,-122.213,3100,557000
2015-01-28,4,1.75,1870,1,1,6,1030,840,47.511,-122.197,2060,375000
2015-02-27,3,2.25,1820,1,0,7,1820,0,47.2838,-122.006,1850,369000
2015-04-20,5,2.75,2390,1,0,7,1290,1100,47.5149,-122.263,1690,330000
2015-04-27,4,1.75,2110,1,3,8,1410,700,47.67,-122.274,2140,1031000
2015-03-26,2,1,980,1,0,7,980,0,47.6569,-122.348,1570,550000
2014-11-10,3,1.75,1250,1,0,7,1250,0,47.7623,-122.317,1340,338000
2014-08-20,3,1,2230,1,0,7,1230,1000,47.5215,-122.275,2380,235000
2014-11-25,1,1,1230,1.5,0,6,1230,0,47.7055,-122.348,1190,349950
2014-07-29,5,2.5,2093,1.5,0,7,2093,0,47.4495,-122.17,1520,3e+05
2014-11-03,3,1.75,1660,1,0,7,1660,0,47.5375,-122.175,1610,431000
2015-04-11,5,2.5,1630,1,0,7,1100,530,47.3657,-122.113,1630,280000
2015-03-26,4,2.5,1677,2,0,7,1677,0,47.2957,-122.357,2236,295000
2015-04-23,4,2.5,2990,2,0,7,2990,0,47.3499,-122.027,2640,445000
2014-08-26,5,1,2150,1.5,0,7,2150,0,47.5519,-121.803,1460,550000
2014-08-26,4,2.5,2890,2,0,9,2890,0,47.5666,-121.907,3090,515000
2014-05-20,3,2.5,3050,1,0,9,3050,0,47.4326,-122.208,2960,555000
2014-09-08,3,2.5,1410,2,0,7,1410,0,47.5132,-122.358,1290,265000
2014-09-24,4,2.5,2280,2,0,8,1520,760,47.6605,-122.355,1690,597000
2014-08-15,2,1,1260,1,0,7,1260,0,47.6501,-122.409,1830,661000
2014-07-15,3,2,1460,2,0,7,1460,0,47.696,-122.026,1740,362764
2014-08-21,4,2.5,1600,1,0,8,1310,290,47.7258,-122.326,1600,427000
2014-12-05,3,1.75,2020,1,0,7,2020,0,47.7691,-122.199,1950,405000
2014-12-24,3,1.5,1170,1,0,7,1170,0,47.4211,-122.29,1550,157000
2015-03-19,3,1.5,1170,1,0,7,1170,0,47.4211,-122.29,1550,246500
2015-01-08,2,1.5,1280,1,0,7,850,430,47.6351,-122.033,1280,386500
2014-06-06,4,2.5,2680,2,0,8,2680,0,47.3025,-122.39,1960,3e+05
2014-11-07,3,1.75,1770,1,0,8,1270,500,47.3109,-122.339,2120,240000
2014-09-09,5,3.5,4790,2,1,9,3110,1680,47.5469,-122.194,2620,818500
2014-08-09,3,1.75,1300,1,0,7,1300,0,47.209,-122.005,1410,249000
2014-09-29,4,2.25,2610,1,0,8,1700,910,47.5659,-122.089,2260,580000
2014-09-26,4,2.5,2100,2,0,8,2100,0,47.3703,-122.107,2060,333000
2014-08-23,2,2,1340,1,0,7,1340,0,47.1936,-121.981,1670,230000
2015-02-13,3,1,970,1,3,6,970,0,47.5658,-122.291,1120,360500
2014-07-22,3,1.75,2200,1,0,8,1270,930,47.3745,-122.276,1800,265000
2014-10-25,2,1,990,1,0,7,990,0,47.5666,-122.403,2250,490000
2015-05-06,2,1.75,1180,1,0,7,880,300,47.6749,-122.398,1470,6e+05
2014-09-15,3,1,980,1,0,7,980,0,47.7133,-122.213,1220,307500
2014-12-17,4,2.25,2370,1,0,8,1660,710,47.6497,-122.194,2350,670000
2014-10-21,3,1.5,1910,1.5,0,7,1910,0,47.2782,-122.212,1770,247200
2014-08-20,3,1.75,1430,1,0,7,1430,0,47.6073,-122.127,1570,440000
2015-05-06,4,2.5,2490,2,0,8,2490,0,47.567,-122.016,2140,7e+05
2015-03-11,4,2,2000,1.5,0,8,2000,0,47.5394,-122.379,1390,756100
2014-10-20,4,2.75,2600,1,0,8,1620,980,47.5523,-122.162,2230,555000
2015-04-24,5,3.5,2880,2,2,8,2270,610,47.5905,-122.292,2060,830000
2014-12-12,3,1,1010,1,0,6,1010,0,47.1955,-121.999,1090,180000
2014-10-06,5,3.5,3290,2,0,9,2670,620,47.7056,-122.119,3130,775000
2014-08-05,4,1.75,1530,1.5,0,6,1530,0,47.329,-122.219,1620,220000
2014-07-24,4,2.75,2020,1,0,9,1620,400,47.5921,-122.155,2210,650000
2014-12-24,3,1.75,1340,1,0,7,1340,0,47.7012,-122.169,1340,410000
2014-10-21,4,2.5,2180,2,0,7,2180,0,47.3775,-122.022,2180,339995
2014-07-23,3,2.75,2070,2,0,7,1330,740,47.4327,-122.283,2000,440000
2014-07-30,2,1.75,930,1,0,6,930,0,47.5224,-122.36,1100,275000
2014-08-29,3,2.5,2270,2,0,9,2270,0,47.6685,-122.137,2790,766000
2014-07-10,3,2.25,1630,1,0,7,1130,500,47.3076,-122.377,1630,231500
2014-12-29,3,2,2770,2,0,9,2770,0,47.4291,-121.842,2040,472000
2015-03-06,4,1.75,1970,1,0,7,1140,830,47.4861,-122.251,1710,265000
2014-11-13,2,1,790,1,0,7,790,0,47.5543,-122.273,960,325000
2014-07-29,3,1.75,1740,1,0,7,1040,700,47.7508,-122.352,1370,364500
2015-01-29,2,1,1130,1,0,6,1130,0,47.7473,-122.32,1010,322500
2015-04-16,3,1.75,1180,1,0,7,1040,140,47.5226,-122.284,1430,338900
2014-06-13,5,2.5,2350,2,0,9,2350,0,47.6265,-122.296,1840,910000
2015-04-24,5,2.5,2350,2,0,9,2350,0,47.6265,-122.296,1840,1015000
2014-06-13,3,1.75,1850,1,2,6,1100,750,47.4648,-122.363,1850,459950
2014-10-14,4,3,3220,1.5,0,9,3220,0,47.4813,-122.129,2950,584950
2014-12-23,3,1.75,2050,1,0,7,1520,530,47.2837,-122.358,1620,252000
2015-04-29,3,2.5,1430,1,0,7,1190,240,47.1943,-121.991,1670,270000
2014-10-30,4,2.5,3210,2,0,10,3210,0,47.582,-121.971,3740,750000
2014-12-01,3,1.75,3520,1,4,8,1530,1990,47.5837,-122.382,2140,775000
2015-02-18,3,2.5,2260,2,0,8,2260,0,47.2924,-122.357,2250,325000
2014-10-26,5,3.25,3290,2,0,9,3290,0,47.5933,-122.061,3210,810000
2014-07-15,2,2.25,1640,2,0,8,1640,0,47.753,-122.252,1640,409000
2014-06-16,4,1.75,1580,1,0,7,1130,450,47.6003,-122.306,830,4e+05
2015-05-12,4,2.25,1940,2,0,7,1940,0,47.7567,-122.333,1800,530000
2015-03-13,3,2.25,1580,2,0,7,1580,0,47.686,-122.185,2253,580000
2014-05-09,3,1.75,1750,1,1,7,1300,450,47.6099,-122.058,2310,491300
2014-12-31,4,2.75,1810,1,0,7,1200,610,47.3703,-122.171,1750,272000
2015-04-01,3,2.5,1970,1,4,9,1970,0,47.2498,-122.003,2910,599950
2015-02-26,3,2.5,1770,2,0,8,1770,0,47.5704,-121.999,1870,464000
2014-06-23,3,1.75,1800,1,0,7,900,900,47.6867,-122.349,1800,471001
2014-11-17,3,1.5,1500,1,0,7,1100,400,47.4062,-122.174,1830,230000
2014-07-14,3,1,940,1,0,6,940,0,47.6195,-122.12,1230,358000
2014-08-20,3,2.25,2340,1,0,7,1210,1130,47.6979,-122.31,1970,510000
2014-07-22,3,1,840,1,0,6,840,0,47.3277,-122.341,840,86500
2015-04-03,3,1,840,1,0,6,840,0,47.3277,-122.341,840,199950
2015-03-13,3,2.75,3180,2,0,9,2190,990,47.577,-122.38,2000,850000
2014-09-23,4,2.5,2020,1.5,0,7,1480,540,47.6885,-122.376,1520,542000
2014-07-01,2,1,820,1,0,5,820,0,47.514,-122.359,780,102500
2015-04-01,3,1.75,4060,1,0,8,2810,1250,47.4843,-121.719,1300,718000
2014-12-22,4,2.25,2660,1,0,8,2180,480,47.6142,-122.107,2660,625000
2014-05-23,3,1,1010,1,0,7,1010,0,47.7467,-122.321,1220,350000
2015-02-09,2,1,710,1,0,6,710,0,47.5224,-122.357,1150,216000
2014-09-05,3,1,980,1.5,0,7,980,0,47.7294,-122.353,1070,340000
2014-11-14,3,1,1100,1.5,0,7,1100,0,47.6604,-122.396,1770,505000
2015-05-13,5,2.5,2840,2,0,8,2840,0,47.3161,-122.27,2740,372000
2014-09-04,4,2.25,2300,2,0,8,2300,0,47.313,-122.388,2270,263850
2014-11-19,4,2.5,2280,2,0,8,2280,0,47.461,-122.148,1970,325000
2014-10-27,2,1,1010,1,0,6,890,120,47.5323,-122.355,1030,289000
2015-02-26,3,2.25,1420,1,0,7,1160,260,47.77,-122.265,1920,364000
2014-08-22,4,2.5,2100,1,0,8,1250,850,47.6909,-122.186,2100,610000
2014-06-25,4,2.75,3110,1,0,8,3110,0,47.3343,-122.044,1880,531500
2015-04-30,3,2.25,2160,2,0,8,2160,0,47.7668,-122.243,1720,402500
2014-06-04,2,1,820,1,0,5,820,0,47.5479,-122.384,1300,375000
2015-01-26,5,2.5,4340,1,0,8,2170,2170,47.5384,-122.276,2030,537500
2014-07-31,3,1.75,2100,1,0,8,1440,660,47.4294,-122.292,2000,375000
2014-08-20,4,1.75,1250,1,0,7,910,340,47.4138,-122.317,1410,293550
2015-01-20,6,3,3870,2,0,8,2700,1170,47.7642,-122.098,2600,585000
2014-08-12,2,2.5,1360,2,0,6,1360,0,47.3492,-122.025,1360,225000
2015-01-08,4,1,1400,1.5,0,7,1400,0,47.4887,-122.344,1520,185000
2014-06-17,3,1.5,1450,1,0,7,1010,440,47.7212,-122.179,1350,402000
2015-04-09,5,1.75,1880,1,0,7,960,920,47.6003,-122.132,1720,585000
2014-06-17,2,2.5,1380,3,0,9,1380,0,47.6654,-122.355,1430,549000
2015-04-06,3,1.75,1380,1,0,7,1380,0,47.7119,-122.233,1670,345000
2014-11-17,3,2.25,3100,1,0,7,1790,1310,47.3825,-122.31,1770,302500
2014-10-14,4,1.75,1400,1,0,7,1400,0,47.36,-122.164,2170,218500
2014-10-01,2,2,1650,1.5,0,7,1650,0,47.6512,-122.338,1700,705000
2015-04-28,3,1,840,1,0,6,840,0,47.3607,-122.085,920,191000
2014-06-10,3,2.5,2550,2,0,9,2550,0,47.6498,-121.964,2190,695000
2015-04-02,2,2.75,2820,2,0,7,1630,1190,47.5102,-122.324,1690,350000
2014-08-07,3,1.75,1710,1,0,7,1130,580,47.5563,-122.392,1200,480000
2015-03-02,3,1,820,1,0,6,820,0,47.363,-122.094,1120,220000
2014-10-29,4,2.25,2620,2,0,7,2620,0,47.5921,-122.013,2520,535000
2014-05-19,2,1.75,2430,1,4,10,2430,0,47.7616,-122.372,3150,1e+06
2014-11-25,3,1.75,1560,1,0,8,1560,0,47.6981,-122.374,1370,592000
2014-11-24,4,2.5,3060,2,0,9,3060,0,47.7006,-122.112,3110,775000
2014-09-17,3,2.5,1680,2,0,7,1680,0,47.4794,-122.182,2160,320000
2015-03-17,3,3.25,3320,2,0,10,3320,0,47.429,-122.341,3430,760000
2014-07-22,3,2.5,2390,2,0,9,2390,0,47.6271,-122.028,2370,640000
2015-05-02,3,1,1360,1,0,5,1360,0,47.4945,-122.166,1250,253200
2014-07-16,2,1,1800,1,0,7,1800,0,47.3792,-122.198,1730,228000
2014-11-04,3,1,1160,1,0,7,1160,0,47.7431,-122.073,1160,325000
2014-06-05,4,3.25,4160,2,0,8,2760,1400,47.4683,-122.008,2500,530000
2015-02-11,4,2.25,1660,2,0,7,1660,0,47.3666,-122.019,1960,3e+05
2014-05-05,3,2,1410,1.5,0,7,1410,0,47.6994,-122.347,1410,418000
2014-12-17,4,1.75,2230,1,4,8,1180,1050,47.508,-122.244,2300,415000
2014-05-20,3,2.5,1700,2,0,7,1700,0,47.5327,-121.871,1700,384000
2014-06-13,3,2.5,2070,2,0,8,2070,0,47.3658,-122.176,2030,325000
2014-12-22,3,1.75,2300,1,2,8,2300,0,47.7588,-122.27,2720,6e+05
2014-10-10,4,2.25,3040,1,0,9,1940,1100,47.5923,-122.169,2430,760000
2014-05-30,2,1.5,1220,1.5,0,8,1220,0,47.3804,-122.318,1180,168000
2014-10-20,3,1,960,1,0,7,960,0,47.6465,-122.404,1550,405000
2015-05-04,3,1,1480,1,0,7,1480,0,47.5942,-122.136,1430,479000
2014-08-26,3,2,1560,1,0,7,1150,410,47.6913,-122.333,1560,549000
2014-12-09,3,1.5,1100,1,0,7,1100,0,47.3185,-122.29,1570,215000
2015-01-29,2,1.5,900,1,2,7,900,0,47.5623,-122.384,1300,550000
2014-07-02,4,1.75,2400,1.5,0,7,1500,900,47.7125,-122.332,1530,389000
2014-07-22,3,2.5,2320,2,0,8,2320,0,47.4829,-121.766,2300,447500
2014-10-13,5,3,2570,1,0,8,1580,990,47.7271,-122.228,2020,540000
2015-04-28,4,2.75,1300,1,0,7,1300,0,47.3683,-122.109,1670,273500
2014-10-17,5,2.75,2930,2,0,9,2930,0,47.4887,-122.145,2930,257000
2014-05-24,2,1,720,1,0,6,720,0,47.4763,-122.177,970,199000
2015-03-04,4,2.5,2350,2,0,8,2350,0,47.3284,-122.171,2210,339100
2014-12-23,4,2.5,2940,2,0,9,2940,0,47.4341,-122.16,2550,435000
2014-07-11,3,2.5,2020,1,0,6,1010,1010,47.5621,-122.291,1670,4e+05
2014-11-24,2,1,1430,1,0,7,1010,420,47.513,-121.857,2300,356000
2015-04-06,3,1,950,1,0,7,950,0,47.7263,-122.3,1410,395000
2015-03-04,2,1,1250,1,0,7,850,400,47.6549,-122.352,1520,575000
2015-04-23,3,1.75,1300,1.5,0,6,1300,0,47.5589,-122.394,1090,515000
2014-06-19,4,3.25,2520,1.5,0,8,1550,970,47.6801,-122.315,1730,618250
2015-02-19,3,1.5,1330,2,0,7,1330,0,47.7308,-122.194,1570,245000
2014-10-10,3,2.75,2480,1.5,0,9,1890,590,47.6399,-122.311,2160,690000
2014-11-06,5,2.25,3020,1,0,7,1510,1510,47.5249,-122.044,1760,465000
2014-11-20,3,1.75,1770,1,0,7,1240,530,47.3066,-122.378,2060,280000
2015-03-16,3,1.75,1930,1,0,7,1230,700,47.4883,-122.221,2030,285000
2015-03-16,3,2.25,1650,2,0,7,1650,0,47.3826,-122.027,2010,320000
2015-02-13,4,3,2580,2,0,7,2130,450,47.3726,-122.433,1900,355000
2015-04-27,3,2,2570,1.5,0,8,2570,0,47.6275,-122.12,2660,670000
2014-09-24,1,1,2880,1,0,7,1440,1440,47.537,-122.375,1400,550000
2014-10-15,4,2.75,2660,1.5,0,8,1860,800,47.6864,-122.347,1830,765000
2014-10-30,3,1,1560,1.5,0,7,1260,300,47.5554,-122.279,1560,430000
2014-08-27,3,2.5,3080,2,2,9,3080,0,47.6469,-122.389,2500,950000
2014-10-15,4,1.75,2540,1,0,7,1270,1270,47.5579,-122.271,1650,525000
2014-10-20,6,2.5,3080,1,0,7,1580,1500,47.3859,-122.221,1850,3e+05
2015-04-17,3,2.75,2190,2,0,8,2190,0,47.3486,-122.301,2190,345000
2015-04-20,3,3.75,2930,2,0,8,2930,0,47.4658,-122.115,2070,838000
2015-03-27,3,1.75,2160,2,0,8,2160,0,47.35,-122.162,2004,390000
2014-07-23,4,2.25,1830,2,0,7,1830,0,47.3604,-122.179,1960,295000
2014-10-17,4,4,3180,2,0,8,2530,650,47.6887,-122.319,2000,775000
2015-03-18,3,2.5,1880,2,0,8,1880,0,47.3722,-122.044,2120,380000
2015-04-27,3,1,1140,1,0,7,1140,0,47.5851,-122.172,1510,550000
2014-07-17,5,1.75,1798,1,0,7,1798,0,47.3266,-122.291,1300,199900
2014-09-16,3,1.75,1670,1.5,0,7,1670,0,47.5362,-122.271,1990,329900
2014-09-01,3,2.25,2580,1,0,8,2580,0,47.6113,-122.164,2580,898000
2014-06-03,4,2.25,3720,1,2,8,1860,1860,47.5836,-122.074,3180,875000
2014-05-16,4,2.5,2790,2,0,9,2790,0,47.3681,-122.31,1660,375000
2014-08-08,3,2.5,2190,2,0,8,2190,0,47.3506,-122.039,2200,365000
2014-05-08,4,2.75,2280,1.5,0,7,1540,740,47.6871,-122.307,1680,530000
2015-03-18,3,1,1100,1,0,6,1100,0,47.3643,-122.081,920,225500
2014-11-17,4,2.25,2180,1,0,8,1680,500,47.4651,-122.192,2000,318000
2015-04-01,4,2.5,2770,2,0,9,2770,0,47.562,-122.081,3040,910000
2014-10-08,3,1,1980,1,0,7,1280,700,47.3221,-122.282,1356,207000
2014-09-05,6,3,3030,1,0,8,1670,1360,47.575,-122.033,2890,624500
2014-06-04,3,2.5,1690,2.5,0,8,1690,0,47.6443,-122.385,1910,640000
2015-04-10,3,2,1990,2,0,8,1990,0,47.4726,-121.99,2120,5e+05
2015-03-04,5,1.75,2250,1,0,7,1500,750,47.7217,-122.188,1940,390000
2014-07-29,3,2.25,2080,1.5,0,7,1550,530,47.4199,-122.157,2080,284000
2014-06-26,3,2,2460,1,0,8,2460,0,47.5142,-122.021,2500,620000
2015-03-17,3,2.5,2588,2,0,8,2588,0,47.3453,-122.151,2403,306000
2014-09-19,4,1.75,2570,1,0,8,1910,660,47.626,-122.048,2200,495000
2014-06-05,3,2.5,2370,2,0,7,2370,0,47.7359,-121.984,2280,499950
2014-11-10,3,1,1070,1,0,7,1070,0,47.7687,-122.166,1840,330000
2014-05-13,3,2,1940,1.5,0,7,1150,790,47.6638,-122.362,990,665000
2014-06-30,3,2.5,2650,2,0,8,1830,820,47.6315,-122.362,1870,850000
2014-09-11,4,2.5,2290,2,0,8,2290,0,47.57,-122.02,2150,599950
2014-10-22,4,2.5,2050,2,0,8,2050,0,47.4597,-122.355,1510,360000
2014-08-27,3,2.5,2680,2,0,9,2680,0,47.7043,-122.128,2780,699000
2015-03-13,3,1.75,1520,1,0,6,760,760,47.6966,-122.375,1040,475000
2014-12-03,3,2,2690,2,0,8,2690,0,47.3477,-122.519,1700,575000
2014-05-27,2,1.5,1180,2,0,7,990,190,47.5998,-122.3,1170,345000
2015-04-30,4,2.5,3030,2,0,8,3030,0,47.3511,-122.287,2650,367950
2014-06-25,3,2.25,1400,2,0,8,1400,0,47.7428,-122.231,2180,374500
2014-08-04,4,2.5,3000,2,0,8,3000,0,47.7151,-122.305,1550,607500
2014-05-30,3,1,1200,1,0,7,1200,0,47.7412,-122.109,1220,374000
2014-09-03,3,1,1000,1,0,7,1000,0,47.7142,-122.319,1000,390000
2015-04-07,4,3.25,2740,2.5,0,9,2740,0,47.6706,-122.356,1770,705000
2014-10-29,3,2.5,1990,2,0,8,1990,0,47.5323,-121.856,2650,467000
2014-08-14,3,3,2110,1,0,6,2110,0,47.4005,-122.293,1330,243500
2014-07-07,3,2.75,1830,2,0,10,1690,140,47.5307,-122.074,2310,593000
2014-11-14,3,1,940,1,0,6,940,0,47.5107,-122.345,1050,223000
2015-04-20,4,2.5,2980,2,2,9,2980,0,47.3895,-122.033,2980,574000
2014-06-04,3,2,2260,1,0,7,1130,1130,47.4544,-122.204,2080,4e+05
2014-11-03,4,2.75,3470,1,0,8,1750,1720,47.6339,-122.18,2950,772000
2015-05-01,3,1.75,1510,1,0,7,1510,0,47.684,-122.113,1310,593777
2014-12-23,4,3.5,2710,2,0,8,2040,670,47.5591,-122.302,2500,539500
2015-04-01,3,2.5,2080,2,0,8,2080,0,47.5469,-121.997,1760,550000
2014-06-30,2,2,1860,1,0,8,1260,600,47.4989,-122.265,1250,265000
2014-10-02,3,1.75,2120,1,0,7,1280,840,47.7562,-122.145,2200,428000
2015-04-28,3,2,1110,1,0,7,1110,0,47.6978,-122.297,1410,505000
2014-07-01,5,5.5,5190,2,2,11,5190,0,47.5424,-121.872,3840,925000
2015-01-02,3,1.75,1520,1,0,8,1520,0,47.3308,-122.365,2270,230000
2014-08-20,4,2.5,2650,2,0,10,2650,0,47.5605,-122.016,2710,695000
2015-04-14,4,2.75,3350,2,2,9,3350,0,47.5398,-121.859,3870,7e+05
2015-04-25,3,1.75,1770,1.5,0,7,1770,0,47.6631,-122.357,1630,712500
2015-04-03,3,2.5,2200,2,0,8,2200,0,47.7761,-122.169,2440,480000
2014-09-22,3,2.5,2000,1,0,7,1300,700,47.7089,-122.201,2110,470000
2014-07-24,3,1.75,1730,1,0,7,1150,580,47.6923,-121.92,1900,335000
2015-04-17,3,1.5,1300,1,0,7,900,400,47.3737,-122.224,1630,270000
2015-03-24,5,3.25,2950,1,0,8,2530,420,47.7233,-122.117,2620,810000
2014-08-12,3,3,1720,3,0,8,1460,260,47.648,-122.358,1720,589000
2014-09-26,2,1,880,1,0,7,880,0,47.6803,-122.287,1370,415000
2015-03-11,4,2.25,1790,1,0,7,1220,570,47.4672,-122.185,1740,197000
2014-08-25,3,1.5,1380,1,0,7,790,590,47.3489,-122.306,1570,235500
2015-04-07,3,2.25,1530,2,0,8,1240,290,47.587,-122.301,1800,460000
2014-10-29,5,1.75,2330,1,0,8,1380,950,47.5352,-122.392,2120,572500
2014-09-24,5,2,1540,1,0,7,1540,0,47.4915,-122.143,2260,302000
2014-08-13,3,2.5,3210,2,0,10,2530,680,47.6939,-122.189,2630,870000
2014-10-07,3,1,1130,1,0,7,960,170,47.6413,-122.401,1510,485000
2015-02-05,3,2,1460,1,0,7,1460,0,47.3463,-122.304,1580,240000
2014-10-22,3,1.75,1410,1,0,7,1410,0,47.7343,-122.193,1550,383000
2014-06-26,4,2.75,1750,1.5,0,8,1750,0,47.6143,-122.305,1700,750000
2014-06-03,2,1.75,1370,1,0,6,1370,0,47.6926,-122.346,1200,409950
